Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Maximum_edit_distance,Maximum_AS_path_length,Number_of_incomplete_packets,Labels
126,6,434,211,7,7,2.2,17,23,Normal
91,7,202,100,6,6,1.6,13,22,Normal
101,6,218,38,6,6,1.7,10,17,Normal
394,7,1290,65,7,7,6.6,14,42,Normal
155,7,784,112,6,7,2.7,14,37,Normal
89,7,393,121,6,6,1.6,13,29,Normal
100,5,249,83,6,6,1.7,11,25,Normal
90,6,162,88,7,7,1.6,14,21,Normal
91,7,220,80,6,6,1.6,10,29,Normal
81,6,200,15,6,6,1.4,11,12,Normal
53,3,157,40,6,5,0.9,9,9,Normal
60,3,166,51,5,5,1,8,17,Normal
120,8,295,107,6,6,2.1,14,19,Normal
214,8,645,218,8,7,3.7,17,22,Normal
284,7,915,62,7,7,4.8,17,30,Normal
167,5,519,64,8,7,2.8,17,19,Normal
72,7,159,196,6,6,1.3,14,11,Normal
264,7,808,39,7,7,4.5,14,38,Normal
89,7,207,73,7,7,1.6,14,12,Normal
141,8,274,104,7,7,2.4,15,11,Normal
107,7,202,51,7,7,1.9,17,15,Normal
91,6,192,17,7,7,1.6,10,6,Normal
58,8,176,316,6,6,1.1,13,9,Normal
98,7,536,112,6,6,1.7,11,29,Normal
99,7,299,58,6,6,1.7,11,11,Normal
111,7,242,33,6,6,1.9,10,14,Normal
83,8,132,38,6,6,1.5,14,12,Normal
202,6,394,101,7,7,3.4,14,30,Normal
205,7,361,40,7,7,3.5,13,28,Normal
117,6,208,41,7,7,2,16,19,Normal
155,9,434,46,7,7,2.7,15,30,Normal
92,6,252,36,6,6,1.6,14,24,Normal
138,5,464,25,6,6,2.3,16,37,Normal
78,4,239,89,6,6,1.3,17,24,Normal
1836,6,5160,56,5,5,30,15,152,Normal
3180,9,10177,122,5,5,53,15,210,Normal
116,6,313,34,6,6,2,11,15,Normal
164,7,367,140,8,8,2.8,16,13,Normal
274,8,909,40,6,6,4.7,12,19,Normal
286,4,1039,21,6,6,4.8,22,20,Normal
181,6,790,29,6,6,3.1,19,20,Normal
66,6,243,26,6,6,1.2,10,13,Normal
95,4,342,20,6,6,1.6,10,21,Normal
74,5,220,20,6,6,1.3,13,9,Normal
91,8,203,52,6,6,1.6,11,19,Normal
60,5,139,13,6,6,1,10,15,Normal
53,6,119,22,6,6,0.9,15,8,Normal
78,5,185,40,6,6,1.3,12,24,Normal
109,5,356,35,6,6,1.9,12,25,Normal
148,6,829,53,6,6,2.5,8,44,Normal
157,6,760,32,6,6,2.7,11,41,Normal
171,7,809,20,6,6,2.9,10,54,Normal
136,6,648,102,6,6,2.3,10,45,Normal
164,7,943,344,6,6,2.8,14,38,Normal
135,8,665,80,5,6,2.3,14,30,Normal
145,8,635,205,6,6,2.5,17,32,Normal
144,5,507,201,6,6,2.4,15,25,Normal
114,6,282,85,6,6,200,13,15,Normal
155,7,611,75,6,6,2.7,15,23,Normal
91,7,157,50,6,6,1.6,10,14,Normal
90,6,245,39,7,7,1.6,14,5,Normal
102,6,161,14,6,6,1.8,11,12,Normal
126,9,311,76,6,6,2.2,11,27,Normal
72,6,146,12,6,6,1.3,11,14,Normal
101,7,214,61,7,7,1.8,16,11,Normal
98,6,374,59,6,6,1.7,14,16,Normal
95,5,268,17,6,6,1.6,12,14,Normal
88,5,191,17,6,6,1.5,12,16,Normal
104,7,218,24,6,6,1.8,10,18,Normal
165,8,445,27,6,6,2.8,13,39,Normal
138,6,382,41,6,6,2.4,11,35,Normal
181,8,597,42,6,6,3.1,9,58,Normal
109,6,294,22,6,6,1.9,12,25,Normal
171,6,709,37,6,6,2.9,11,26,Normal
91,7,252,74,6,6,1.6,9,23,Normal
170,8,805,39,6,6,2.9,13,18,Normal
118,4,527,37,6,6,2,12,26,Normal
112,6,640,138,6,6,1.9,14,18,Normal
131,7,1017,54,6,6,2.3,14,24,Normal
149,4,1068,141,6,6,2.5,14,34,Normal
153,7,884,158,7,7,2.6,14,35,Normal
122,8,537,96,6,6,2.1,14,24,Normal
152,7,777,19,5,6,2.6,15,22,Normal
63,4,123,9,6,6,1.1,14,10,Normal
58,5,153,13,6,6,1,14,3,Normal
121,7,217,34,6,6,2.1,12,17,Normal
138,5,280,18,7,7,2.3,12,20,Normal
129,6,248,15,7,7,2.2,13,23,Normal
99,4,249,23,7,7,1.7,14,23,Normal
85,6,147,86,7,7,1.5,15,14,Normal
71,5,305,15,7,7,1.2,15,8,Normal
83,6,350,22,6,6,1.4,12,12,Normal
77,6,174,63,6,6,1.3,13,8,Normal
114,9,293,35,6,6,2,12,14,Normal
74,5,163,18,6,6,1.3,13,7,Normal
68,5,88,19,6,6,1.2,12,3,Normal
68,6,109,24,6,6,1.2,12,1,Normal
54,7,100,34,6,6,1,12,5,Normal
77,6,128,15,6,6,1.3,12,12,Normal
46,3,122,17,6,6,0.8,10,8,Normal
44,6,76,27,6,6,0.8,13,5,Normal
52,6,92,24,7,8,0.9,17,3,Normal
59,5,252,37,6,6,1,12,5,Normal
122,8,178,36,6,6,2.1,12,14,Normal
142,5,298,34,6,7,2.4,13,20,Normal
101,5,281,33,6,6,1.7,10,12,Normal
70,8,100,52,6,6,1.3,10,16,Normal
86,5,194,39,6,6,1.5,12,10,Normal
57,6,273,49,6,6,1,11,8,Normal
68,5,387,48,6,6,1.2,8,18,Normal
96,6,223,23,6,7,1.7,10,21,Normal
77,3,286,41,7,7,1.3,12,21,Normal
143,6,613,35,7,7,2.4,11,30,Normal
67,5,206,20,6,6,1.2,11,11,Normal
63,5,166,12,6,6,1.1,13,11,Normal
82,7,217,92,6,6,1.4,12,15,Normal
58,3,81,16,6,6,1,9,4,Normal
48,3,69,4,6,6,0.8,9,7,Normal
72,4,128,24,6,6,1.2,9,4,Normal
72,5,155,9,6,6,1.2,12,15,Normal
59,4,100,22,6,6,1,9,17,Normal
58,7,72,16,5,5,1,9,16,Normal
51,5,80,9,7,8,0.9,13,9,Normal
108,6,205,107,8,7,1.9,12,15,Normal
99,4,721,7,6,6,1.7,13,8,Normal
87,8,352,26,7,7,1.5,14,7,Normal
55,4,106,9,6,6,0.9,11,5,Normal
87,7,164,16,6,6,1.5,10,20,Normal
77,4,127,13,6,6,1.3,11,12,Normal
61,6,116,15,6,6,1.1,11,2,Normal
54,2,98,11,6,6,0.9,9,11,Normal
59,7,108,11,6,6,1.1,10,6,Normal
83,7,125,27,6,6,1.5,12,10,Normal
39,7,80,11,6,6,0.7,9,8,Normal
68,7,122,22,8,8,1.2,16,7,Normal
76,6,161,48,7,7,1.3,13,16,Normal
89,6,169,57,7,7,1.5,15,15,Normal
67,6,149,53,6,6,1.2,12,14,Normal
48,4,109,39,6,6,0.8,11,13,Normal
54,5,113,41,6,6,0.9,9,11,Normal
58,6,118,22,6,6,1,11,10,Normal
134,7,395,69,7,7,2.3,14,16,Normal
76,8,153,21,6,6,1.4,14,8,Normal
60,7,102,42,6,6,1.1,14,11,Normal
88,6,108,30,7,7,1.5,15,4,Normal
54,6,65,14,7,7,100,15,4,Normal
88,6,132,18,7,7,1.5,16,6,Normal
40,3,53,6,7,7,0.7,15,4,Normal
49,3,67,10,6,6,0.8,11,12,Normal
69,7,99,14,6,6,1.2,10,4,Normal
146,5,306,8,6,6,2.5,13,20,Normal
68,6,187,15,6,6,1.2,11,10,Normal
84,3,205,36,6,6,1.4,11,23,Normal
62,7,119,83,7,7,1.1,12,15,Normal
69,7,144,41,6,6,1.2,9,16,Normal
87,7,258,46,6,6,1.5,13,20,Normal
70,6,181,56,7,7,1.2,12,20,Normal
51,6,94,23,6,6,0.9,13,15,Normal
76,6,161,21,6,6,1.3,14,14,Normal
104,5,467,81,6,6,1.8,10,22,Normal
104,5,538,227,6,6,1.8,10,21,Normal
83,5,309,76,6,6,1.4,10,17,Normal
87,6,179,75,6,6,1.5,11,10,Normal
75,6,159,21,6,6,1.3,13,7,Normal
50,6,175,38,7,7,0.9,13,7,Normal
89,7,605,133,6,6,1.6,9,22,Normal
70,6,156,32,7,7,1.2,14,12,Normal
80,5,186,22,6,6,1.4,13,15,Normal
83,5,393,34,6,6,1.4,12,18,Normal
71,5,327,32,6,6,1.2,10,8,Normal
89,6,314,47,6,7,1.5,15,20,Normal
103,5,284,26,6,6,1.8,10,23,Normal
84,6,234,32,6,6,1.5,11,13,Normal
55,6,119,54,6,6,1,15,6,Normal
79,7,198,19,7,7,1.4,18,17,Normal
86,6,219,30,6,6,1.5,12,19,Normal
65,7,164,42,7,6,1.2,10,13,Normal
81,6,215,28,6,6,1.4,12,14,Normal
69,5,150,29,6,6,1.2,9,9,Normal
93,7,509,86,6,6,1.6,14,14,Normal
101,7,534,275,7,7,1.8,15,11,Normal
93,4,878,8,6,6,1.6,13,12,Normal
44,7,109,19,6,6,0.8,13,3,Normal
57,6,143,45,6,6,1,10,7,Normal
52,6,146,39,7,7,0.9,12,6,Normal
54,4,96,31,7,7,0.9,15,8,Normal
62,4,177,13,6,6,1.1,14,7,Normal
48,8,94,25,6,6,0.9,14,9,Normal
52,7,89,25,6,6,0.9,13,5,Normal
40,7,64,33,6,6,0.7,9,3,Normal
45,4,60,14,6,6,0.8,9,8,Normal
56,4,105,27,7,7,100,12,4,Normal
68,6,299,52,6,6,1.2,10,11,Normal
103,6,641,211,7,6,1.8,11,33,Normal
88,8,258,44,6,6,1.6,11,18,Normal
72,4,162,38,6,6,1.2,10,7,Normal
47,5,65,21,7,7,0.8,12,8,Normal
36,6,66,18,7,7,0.7,11,4,Normal
36,5,60,17,6,6,0.6,13,4,Normal
81,8,171,45,6,6,1.4,13,7,Normal
54,5,77,15,7,7,0.9,13,7,Normal
74,6,290,20,6,7,1.3,14,16,Normal
110,8,359,23,6,6,1.9,11,15,Normal
90,6,158,25,6,6,1.6,13,8,Normal
78,5,155,31,7,7,1.3,12,4,Normal
83,7,221,33,7,7,1.5,10,6,Normal
70,4,188,21,7,7,1.2,14,5,Normal
55,4,139,21,7,6,0.9,14,0,Normal
73,5,123,23,6,6,1.3,10,19,Normal
64,6,82,23,6,6,1.1,10,15,Normal
46,7,53,22,6,6,0.8,11,7,Normal
82,5,592,12,6,6,1.4,13,15,Normal
56,6,168,16,6,6,1,10,6,Normal
44,4,106,16,6,6,0.8,11,1,Normal
47,6,70,36,6,6,0.8,9,5,Normal
60,5,129,22,6,6,1,14,9,Normal
68,7,163,48,6,6,1.2,12,6,Normal
87,6,230,52,5,5,1.5,11,9,Normal
118,5,548,334,6,6,2,12,15,Normal
100,6,395,33,6,6,1.7,12,11,Normal
79,6,242,31,6,6,1.4,11,12,Normal
102,7,286,47,6,6,1.8,13,23,Normal
160,7,889,98,6,6,2.7,10,39,Normal
102,5,259,28,6,6,1.7,11,17,Normal
125,6,243,33,6,6,2.1,14,16,Normal
119,9,252,37,6,6,2.1,12,23,Normal
255,7,691,39,6,6,4.3,16,32,Normal
175,6,371,47,7,7,3,15,23,Normal
144,6,359,31,7,7,2.5,14,28,Normal
106,8,235,46,7,7,1.9,16,21,Normal
123,7,521,38,6,6,2.1,9,22,Normal
160,7,549,46,6,6,2.7,13,27,Normal
114,5,276,43,6,6,1.9,12,18,Normal
92,6,204,72,6,6,1.6,11,26,Normal
77,4,131,13,6,6,1.3,13,19,Normal
81,6,170,44,6,6,1.4,12,18,Normal
88,7,154,28,6,6,1.5,12,12,Normal
56,6,130,55,7,7,1,13,7,Normal
103,5,321,59,6,6,1.8,9,12,Normal
108,6,302,30,6,6,1.9,12,19,Normal
87,3,203,11,6,6,1.5,9,15,Normal
243,6,760,38,6,6,4.1,12,48,Normal
84,7,212,39,7,7,1.5,10,12,Normal
91,5,233,32,6,6,1.6,12,11,Normal
51,6,90,28,7,6,0.9,12,9,Normal
43,5,84,51,6,6,0.8,12,11,Normal
57,4,146,20,6,6,1,12,18,Normal
65,7,130,17,6,6,1.2,12,20,Normal
93,6,213,37,6,6,1.6,12,17,Normal
106,7,224,215,7,7,1.8,14,16,Normal
138,8,388,41,6,6,2.4,11,26,Normal
78,5,191,28,6,6,1.3,10,10,Normal
100,7,244,17,6,6,1.7,10,25,Normal
92,7,174,86,6,6,1.6,10,22,Normal
93,5,244,29,6,6,1.6,12,21,Normal
119,7,229,52,6,6,2.1,12,12,Normal
93,6,237,30,6,6,1.6,12,23,Normal
86,6,406,95,6,6,1.5,12,20,Normal
129,6,969,44,6,7,2.2,13,33,Normal
151,5,799,12,6,6,2.6,12,32,Normal
143,7,768,89,6,6,2.5,12,34,Normal
146,7,377,42,6,6,2.5,12,37,Normal
157,10,358,95,6,6,2.7,13,38,Normal
136,6,391,49,6,6,2.3,8,35,Normal
153,7,481,91,6,6,2.6,20,36,Normal
124,5,474,216,7,7,2.1,19,26,Normal
195,8,911,164,6,6,3.3,11,49,Normal
159,7,657,172,6,6,2.7,12,41,Normal
89,6,306,48,6,6,1.5,15,23,Normal
88,8,190,22,6,6,1.6,15,18,Normal
125,6,272,18,7,7,2.1,14,22,Normal
118,7,493,46,6,6,2,12,22,Normal
78,6,357,29,6,6,1.4,13,15,Normal
65,5,246,100,6,6,1.1,10,18,Normal
73,7,272,25,7,7,1.3,14,14,Normal
63,7,105,26,6,6,1.1,12,14,Normal
75,4,118,22,6,6,1.3,13,16,Normal
111,6,284,172,6,7,1.9,14,20,Normal
121,8,658,59,6,6,2.1,14,26,Normal
113,5,468,27,6,6,1.9,12,27,Normal
92,7,372,144,6,6,1.6,10,25,Normal
146,7,645,39,6,6,2.5,10,26,Normal
94,6,181,45,6,6,1.6,11,13,Normal
48,6,86,48,6,6,0.9,10,8,Normal
61,7,112,18,6,6,1.1,12,12,Normal
73,4,200,19,6,6,1.2,12,10,Normal
63,5,201,112,6,6,1.1,10,15,Normal
77,7,399,36,6,6,1.4,12,12,Normal
54,5,363,117,6,6,0.9,11,11,Normal
78,6,453,101,6,6,1.4,9,20,Normal
63,4,125,14,6,6,1.1,12,11,Normal
55,8,101,34,6,6,1,9,14,Normal
88,5,204,27,6,6,1.5,11,16,Normal
178,9,464,144,6,7,3.1,11,15,Normal
111,5,531,92,6,6,1.9,12,20,Normal
101,5,513,127,6,7,1.7,13,21,Normal
92,7,490,97,6,6,1.6,12,20,Normal
100,6,417,50,6,7,1.7,12,22,Normal
52,6,107,16,6,6,0.9,11,20,Normal
83,6,170,24,6,6,1.4,12,6,Normal
50,5,79,36,7,6,0.9,12,6,Normal
57,5,205,38,6,6,1,11,9,Normal
75,7,397,57,6,6,1.3,12,12,Normal
79,6,321,26,6,6,1.4,12,10,Normal
81,6,328,17,6,7,1.4,12,8,Normal
75,7,343,28,7,7,1.3,14,6,Normal
95,7,268,40,6,6,1.7,14,18,Normal
79,7,168,18,6,6,1.4,14,10,Normal
93,5,141,22,7,7,1.6,14,13,Normal
59,8,84,31,7,7,1.1,14,10,Normal
109,7,192,25,6,6,1.9,13,20,Normal
118,4,253,26,6,6,2,10,25,Normal
106,6,389,39,6,6,1.8,10,22,Normal
95,5,240,80,6,6,1.6,12,19,Normal
78,9,127,72,6,6,1.4,12,9,Normal
57,3,95,12,6,6,100,9,8,Normal
85,6,343,22,6,6,1.5,11,20,Normal
41,4,63,26,6,6,0.7,11,10,Normal
45,5,75,24,6,6,0.8,12,9,Normal
52,5,107,25,6,6,0.9,10,11,Normal
46,6,86,11,6,5,0.8,8,5,Normal
78,8,379,292,6,6,1.4,10,12,Normal
101,3,427,34,6,6,1.7,13,18,Normal
74,7,168,24,6,6,1.3,12,12,Normal
68,7,126,59,6,6,1.2,11,5,Normal
70,3,242,6,7,7,1.2,13,7,Normal
63,6,112,140,6,7,1.1,14,8,Normal
81,3,314,3,6,6,1.4,9,7,Normal
55,5,171,14,5,6,100,11,4,Normal
49,7,182,16,5,5,0.9,9,1,Normal
69,5,328,17,5,5,1.2,9,1,Normal
56,6,198,22,5,5,1,9,5,Normal
59,5,148,15,6,6,1,11,4,Normal
56,6,163,45,6,6,1,10,4,Normal
63,2,152,15,5,5,1,12,5,Normal
76,6,211,19,6,6,1.3,16,17,Normal
78,6,214,24,6,6,1.4,17,11,Normal
93,9,273,41,6,6,1.7,18,15,Normal
109,7,252,17,6,6,1.9,12,16,Normal
56,7,187,25,6,6,1,10,8,Normal
52,6,177,24,6,6,0.9,11,4,Normal
38,5,95,29,5,5,0.7,8,5,Normal
98,4,317,79,7,7,1.7,12,4,Normal
75,6,316,19,7,7,1.3,11,2,Normal
34,5,97,10,5,5,0.6,11,7,Normal
56,5,208,75,8,8,1,12,3,Normal
71,5,172,60,8,8,1.2,16,9,Normal
83,7,185,42,6,7,1.5,13,11,Normal
81,6,262,27,6,6,1.4,9,11,Normal
49,4,102,12,5,5,0.8,8,7,Normal
54,6,205,34,6,6,100,14,18,Normal
61,9,108,22,7,7,1.1,16,8,Normal
64,7,101,35,6,6,1.1,13,9,Normal
62,6,132,15,6,6,1.1,12,8,Normal
46,6,96,14,5,5,0.8,8,10,Normal
65,5,117,26,6,6,1.1,10,15,Normal
88,6,153,81,7,7,1.5,15,17,Normal
72,6,149,32,7,7,1.3,14,7,Normal
69,5,117,20,6,6,1.2,12,8,Normal
142,6,454,18,6,6,2.4,15,23,Normal
171,7,628,30,6,6,2.9,12,24,Normal
65,5,176,29,6,6,1.1,10,8,Normal
49,7,108,25,6,6,0.9,11,7,Normal
96,7,211,43,6,6,1.7,14,18,Normal
106,8,382,70,6,6,1.9,14,16,Normal
106,6,277,26,7,7,1.8,14,17,Normal
83,7,178,80,6,6,1.5,12,13,Normal
68,8,152,43,6,6,1.2,10,16,Normal
76,7,142,41,6,6,1.3,11,15,Normal
85,8,141,37,6,6,1.5,11,13,Normal
62,5,99,19,6,6,1.1,11,11,Normal
73,6,230,92,6,6,1.3,15,11,Normal
44,5,71,15,5,5,0.8,16,5,Normal
64,5,152,19,5,6,1.1,10,10,Normal
52,5,98,10,6,6,0.9,11,6,Normal
69,7,234,125,6,6,1.2,12,7,Normal
88,7,237,32,6,6,1.5,11,17,Normal
67,6,182,21,6,6,1.2,12,15,Normal
65,6,167,62,6,6,1.1,14,12,Normal
60,6,319,89,5,5,1.1,9,9,Normal
49,7,137,50,6,6,0.9,11,14,Normal
42,5,94,10,6,6,0.7,10,5,Normal
39,8,97,52,6,6,0.7,11,4,Normal
38,3,100,11,6,6,0.6,12,1,Normal
85,4,165,14,6,6,1.4,10,8,Normal
61,5,96,93,6,7,1.1,13,7,Normal
43,5,124,6,6,6,0.8,12,4,Normal
54,8,123,29,6,6,1,10,9,Normal
50,3,90,11,7,7,0.8,14,12,Normal
59,6,307,88,6,6,1,14,1,Normal
66,7,240,73,6,6,1.2,12,1,Normal
104,8,351,29,6,6,1.8,11,4,Normal
57,4,123,30,6,6,1,11,8,Normal
66,6,120,83,6,6,1.2,12,11,Normal
63,5,116,12,6,6,1.1,13,16,Normal
58,8,185,22,6,6,1.1,15,12,Normal
79,7,164,58,6,6,1.4,12,8,Normal
59,7,110,31,6,6,1.1,11,4,Normal
67,6,123,13,6,6,1.2,11,14,Normal
66,6,171,47,6,6,1.2,13,7,Normal
54,5,110,23,6,6,0.9,9,7,Normal
48,4,101,18,6,6,0.8,14,6,Normal
53,6,78,25,6,6,0.9,11,7,Normal
60,5,88,14,6,6,1,13,7,Normal
45,6,76,14,5,5,0.8,12,6,Normal
57,5,106,21,6,6,1,12,3,Normal
88,6,171,63,6,6,1.5,9,6,Normal
138,6,956,133,6,6,2.4,13,21,Normal
103,3,369,9,6,6,1.7,13,10,Normal
67,6,152,28,6,6,1.2,10,2,Normal
82,6,134,14,6,6,1.4,12,7,Normal
61,5,136,18,6,6,1.1,8,6,Normal
58,5,99,21,6,6,1,13,3,Normal
67,5,130,13,6,6,1.2,14,3,Normal
47,7,129,14,6,6,0.9,11,9,Normal
49,5,76,10,6,6,0.9,9,4,Normal
41,5,49,9,6,6,0.7,7,3,Normal
58,6,135,26,6,6,1,9,6,Normal
39,7,43,19,6,6,0.7,11,3,Normal
46,6,62,13,6,6,0.8,12,5,Normal
45,5,52,15,7,7,0.8,14,2,Normal
78,4,132,6,6,6,1.3,13,7,Normal
68,6,192,88,6,6,1.2,12,6,Normal
53,4,127,22,7,6,0.9,13,9,Normal
57,4,159,6,7,7,1,14,6,Normal
56,5,142,104,6,6,1,16,4,Normal
62,5,193,42,6,6,1.1,10,4,Normal
68,6,111,13,6,6,1.2,12,11,Normal
78,9,134,34,6,6,1.4,11,20,Normal
97,6,161,24,6,6,1.7,13,18,Normal
92,5,180,17,6,6,1.6,12,12,Normal
69,7,109,17,7,6,1.2,13,11,Normal
56,6,115,26,6,6,1,10,4,Normal
87,7,159,24,6,6,1.5,13,14,Normal
109,8,353,51,7,7,1.9,10,19,Normal
107,7,357,110,7,7,1.9,10,14,Normal
115,7,326,72,6,6,2,12,14,Normal
78,8,250,37,8,8,1.4,13,2,Normal
100,7,369,99,6,6,1.7,13,12,Normal
180,8,622,82,7,7,3.1,14,40,Normal
168,8,447,79,6,7,2.9,13,34,Normal
92,4,290,17,8,8,1.6,14,14,Normal
87,8,206,54,8,7,1.5,13,6,Normal
92,9,264,102,8,7,1.6,13,6,Normal
65,7,138,70,6,6,1.2,8,9,Normal
73,7,169,18,7,7,1.3,13,10,Normal
117,5,256,66,7,7,2,15,12,Normal
82,5,211,30,7,7,1.4,13,2,Normal
95,3,246,8,7,7,1.6,14,9,Normal
58,6,84,62,6,6,1,10,11,Normal
81,7,251,20,7,7,1.4,12,4,Normal
108,9,452,56,7,7,1.9,14,15,Normal
44,8,49,56,7,7,0.8,14,7,Normal
68,6,161,31,7,6,1.2,12,4,Normal
68,8,157,46,7,7,1.2,13,2,Normal
89,6,165,15,7,7,1.5,14,6,Normal
87,8,148,73,7,7,1.5,12,8,Normal
80,7,207,26,7,7,1.4,14,2,Normal
65,6,145,42,7,7,1.1,14,4,Normal
69,7,129,44,7,7,1.2,13,3,Normal
54,6,97,45,7,6,100,13,2,Normal
70,7,129,71,6,6,1.2,12,9,Normal
94,5,221,11,7,7,1.6,14,14,Normal
74,7,156,56,7,7,1.3,12,3,Normal
76,7,183,20,8,8,1.3,14,2,Normal
75,7,143,65,7,7,1.3,14,4,Normal
62,3,236,42,6,6,1,12,0,Normal
157,9,681,146,6,7,2.7,13,13,Normal
95,4,302,14,7,7,1.6,13,5,Normal
69,8,176,24,6,6,1.2,11,8,Normal
66,6,159,18,6,6,1.2,11,8,Normal
93,7,193,52,8,8,1.6,13,7,Normal
99,8,330,188,7,7,1.7,13,16,Normal
90,6,197,16,8,8,1.6,15,13,Normal
80,5,166,51,7,7,1.4,12,14,Normal
66,5,193,43,7,7,1.1,13,11,Normal
69,7,151,117,7,7,1.2,14,13,Normal
97,4,298,9,7,7,1.6,13,12,Normal
112,8,330,49,7,7,200,13,12,Normal
62,5,100,13,6,6,1.1,12,6,Normal
62,4,161,36,7,7,1.1,14,12,Normal
86,5,296,124,7,7,1.5,15,9,Normal
62,5,160,20,7,7,1.1,13,3,Normal
69,5,171,66,7,7,1.2,17,5,Normal
57,4,129,26,7,7,1,13,6,Normal
91,9,221,72,8,8,1.6,14,11,Normal
74,4,178,11,6,6,1.3,12,16,Normal
120,6,248,33,7,7,2.1,12,6,Normal
120,7,219,66,7,7,2.1,13,7,Normal
133,9,264,76,7,7,2.3,14,8,Normal
89,5,217,8,8,7,1.5,13,3,Normal
72,6,151,49,9,9,1.3,14,10,Normal
66,5,131,12,8,7,1.1,14,11,Normal
62,5,106,30,6,6,1.1,12,5,Normal
73,7,140,25,6,7,1.3,13,1,Normal
89,6,175,25,6,6,1.5,13,5,Normal
85,6,207,80,6,6,1.5,14,7,Normal
100,6,208,66,6,6,1.7,11,3,Normal
79,4,203,13,7,7,1.3,13,14,Normal
92,5,198,14,6,6,1.6,11,12,Normal
51,8,141,20,6,6,0.9,10,2,Normal
74,7,138,47,6,6,1.3,11,8,Normal
68,6,147,44,7,7,1.2,13,13,Normal
81,3,151,5,7,7,1.4,17,5,Normal
72,6,105,32,7,6,1.3,18,5,Normal
131,9,181,27,7,7,2.3,18,9,Normal
155,7,316,21,6,6,2.7,16,7,Normal
97,7,275,134,6,6,1.7,15,5,Normal
55,6,179,16,6,6,1,12,9,Normal
64,9,104,75,6,6,1.2,12,5,Normal
80,6,195,12,7,7,1.4,12,5,Normal
92,5,262,52,6,6,1.6,16,10,Normal
62,3,89,11,6,6,1,16,8,Normal
99,4,194,21,5,5,1.7,9,16,Normal
125,7,407,48,6,6,2.2,12,14,Normal
43,6,86,15,6,5,0.8,10,12,Normal
29,6,126,46,5,5,0.5,7,5,Normal
35,6,96,34,5,5,0.6,8,8,Normal
60,5,161,13,6,6,1,10,9,Normal
78,3,148,34,7,7,1.3,13,11,Normal
78,5,189,11,7,7,1.3,12,8,Normal
57,7,109,52,6,6,1,10,13,Normal
68,6,170,22,7,7,1.2,12,11,Normal
40,6,72,20,7,6,0.7,12,5,Normal
44,6,101,46,7,7,0.8,12,6,Normal
58,5,193,7,6,6,1,11,7,Normal
54,4,138,36,7,7,0.9,12,6,Normal
80,7,170,32,6,6,1.4,12,10,Normal
58,5,88,59,6,6,1,8,9,Normal
60,4,113,41,7,7,1,10,7,Normal
36,4,47,12,5,5,0.6,6,14,Normal
27,3,72,8,5,5,0.5,7,6,Normal
72,6,105,47,6,6,1.3,10,8,Normal
96,5,217,17,7,7,1.6,12,16,Normal
52,7,116,56,7,7,0.9,14,2,Normal
55,2,132,6,7,7,0.9,13,3,Normal
41,7,99,47,7,7,0.8,10,3,Normal
57,5,157,15,7,7,1,12,6,Normal
86,5,219,10,7,7,1.5,13,3,Normal
76,4,263,35,6,6,1.3,11,6,Normal
37,5,52,8,7,7,0.7,11,5,Normal
91,5,228,52,7,7,1.6,12,2,Normal
47,4,128,7,6,6,0.8,10,0,Normal
31,6,77,41,5,5,0.6,8,2,Normal
2570,9,8262,60,5,5,42,15,190,Normal
2412,3,7102,13,5,5,40,15,164,Normal
70,5,200,47,8,8,1.2,12,6,Normal
56,6,254,20,7,7,1,13,4,Normal
83,5,220,39,8,8,1.4,14,2,Normal
86,5,204,24,7,7,1.5,12,10,Normal
56,5,109,6,6,6,1,12,6,Normal
59,3,103,11,6,6,1,11,15,Normal
67,7,126,26,6,6,1.2,19,23,Normal
53,4,138,25,6,6,0.9,12,6,Normal
56,5,119,41,6,6,1,11,11,Normal
56,8,146,95,6,6,1,10,2,Normal
74,5,228,14,7,7,1.3,11,3,Normal
57,4,235,9,6,7,1,9,10,Normal
87,3,301,74,7,7,1.5,12,14,Normal
126,6,406,59,6,6,2.2,14,25,Normal
93,7,260,14,7,7,1.6,12,12,Normal
83,5,331,25,6,6,1.4,14,12,Normal
61,5,122,16,6,6,1.1,14,8,Normal
66,5,161,61,7,7,1.1,12,8,Normal
67,7,128,30,7,7,1.2,12,9,Normal
95,7,185,13,7,7,1.7,15,4,Normal
85,5,221,49,7,7,1.5,13,5,Normal
105,4,250,13,8,8,1.8,14,2,Normal
112,6,249,21,7,7,1.9,16,12,Normal
54,5,105,30,7,7,0.9,13,10,Normal
40,6,104,14,7,7,0.7,12,5,Normal
42,7,91,30,7,7,0.8,15,6,Normal
81,4,222,36,7,8,1.4,14,9,Normal
140,3,487,26,6,6,2.3,13,16,Normal
94,5,288,26,6,6,1.6,13,13,Normal
65,6,124,72,6,6,1.1,12,7,Normal
113,4,412,9,8,8,1.9,14,9,Normal
54,6,127,18,7,6,100,12,1,Normal
41,4,50,9,7,7,0.7,21,4,Normal
66,6,115,15,6,6,1.2,14,3,Normal
65,6,97,19,8,7,1.1,15,6,Normal
49,5,95,20,7,7,0.9,12,4,Normal
50,7,89,38,6,6,0.9,13,4,Normal
